Title	Price	ImageURL	ItemURL	Store	Keywords
Wooden Crackle Wick + Metal Clip	 $0.96 	https://static1.squarespace.com/static/58fd6c96440243efc9da8e98/5a1b0d34e4966b1342ff4227/5a1c81e7e4966b13423e77b3/1511817711539/IMG_7531.JPG	https://www.therefillrevolution.com/raw-materials/wooden-crackle-wick-metal-clip	Refill Revolution	wooden crackle wick  metal clip
DIY Blush Makeup Kit	 $18.00 	https://static1.squarespace.com/static/58fd6c96440243efc9da8e98/5a1b0d34e4966b1342ff4227/5a1e024024a694106d188a85/1511916130251/IMG_7552.JPG	https://www.therefillrevolution.com/raw-materials/diy-blush-makeup-kit	Refill Revolution	diy blush makeup kit
Rose Water	 $9.25 	https://static1.squarespace.com/static/58fd6c96440243efc9da8e98/5a1b0d34e4966b1342ff4227/5a2059cb0852299886e196b2/1512069599951/IMG_7621.JPG	https://www.therefillrevolution.com/raw-materials/rose-water	Refill Revolution	rose water
Pink Himalayan Salt- Coarse	 $8.00 	https://static1.squarespace.com/static/58fd6c96440243efc9da8e98/5a1b0d34e4966b1342ff4227/5a209422c8302566a3a8d9d3/1512084539200/IMG_7658.JPG	https://www.therefillrevolution.com/raw-materials/pink-himalayan-salt-coarse	Refill Revolution	pink himalayan salt coarse
Bentonite Clay Powder- 3 oz	 $4.25 	https://static1.squarespace.com/static/58fd6c96440243efc9da8e98/5a1b0d34e4966b1342ff4227/5a21a2e153450adaabc6ba55/1512153852729/IMG_7665.JPG	https://www.therefillrevolution.com/raw-materials/bentonite-clay-powder-3-oz	Refill Revolution	bentonite clay powder oz
Pink Australian Clay Powder- 4 oz	 $4.00 	https://static1.squarespace.com/static/58fd6c96440243efc9da8e98/5a1b0d34e4966b1342ff4227/5a21a39eec212dc9030cfb99/1512154040295/IMG_7666.JPG	https://www.therefillrevolution.com/raw-materials/pink-australian-clay-powder-4-oz	Refill Revolution	pink australian clay powder oz
Arrowroot Powder- 2 oz	 $7.50 	https://static1.squarespace.com/static/58fd6c96440243efc9da8e98/5a1b0d34e4966b1342ff4227/5a32c3290d9297a0fd1c17f7/1513276220049/IMG_8019.JPG	https://www.therefillrevolution.com/raw-materials/arrowroot-powder-2-oz	Refill Revolution	arrowroot powder oz
Essential Oil Roll-On Kit	 $22.00 	https://static1.squarespace.com/static/58fd6c96440243efc9da8e98/5a1b0d34e4966b1342ff4227/5a34456671c10b467bef1b74/1513375125317/IMG_8049.JPG	https://www.therefillrevolution.com/raw-materials/essential-oil-roll-on-kit	Refill Revolution	essential oil rollon kit
Diatomaceous Earth Powder	 $5.00 	https://static1.squarespace.com/static/58fd6c96440243efc9da8e98/5a1b0d34e4966b1342ff4227/5a639aa88165f52495d01377/1516477120236/IMG_9304.JPG	https://www.therefillrevolution.com/raw-materials/diatomaceous-earth-powder	Refill Revolution	diatomaceous earth powder
Organic Castor Oil	 $6.00 	https://static1.squarespace.com/static/58fd6c96440243efc9da8e98/5a1b0d34e4966b1342ff4227/5a70be6a71c10baf1045a225/1517338247856/IMG_9786.JPG	https://www.therefillrevolution.com/raw-materials/organic-castor-oil	Refill Revolution	organic castor oil
Organic Virgin Coconut Oil	 $7.00 	https://static1.squarespace.com/static/58fd6c96440243efc9da8e98/5a1b0d34e4966b1342ff4227/5a70bf3141920211d24b9006/1517338440328/IMG_9785.JPG	https://www.therefillrevolution.com/raw-materials/organic-virgin-coconut-oil	Refill Revolution	organic virgin coconut oil
Blue Mica Powder	 $5.50 	https://static1.squarespace.com/static/58fd6c96440243efc9da8e98/5a1b0d34e4966b1342ff4227/5a737877ec212da09ac53410/1517516958158/IMG_9851.JPG	https://www.therefillrevolution.com/raw-materials/blue-mica-powder	Refill Revolution	blue mica powder
Bronze Mica Powder	 $7.50 	https://static1.squarespace.com/static/58fd6c96440243efc9da8e98/5a1b0d34e4966b1342ff4227/5a7379fe0852296c715f6eb2/1517517337476/IMG_9850.JPG	https://www.therefillrevolution.com/raw-materials/bronze-mica-powder	Refill Revolution	bronze mica powder
DIY Mascara & Eyeliner Kit	 $14.75 	https://static1.squarespace.com/static/58fd6c96440243efc9da8e98/5a1b0d34e4966b1342ff4227/5a737bae53450ae0e7f99813/1517517778236/IMG_9840.JPG	https://www.therefillrevolution.com/raw-materials/diy-mascara-eyeliner-kit	Refill Revolution	diy mascara  eyeliner kit
Red Mica Powder	 $5.50 	https://static1.squarespace.com/static/58fd6c96440243efc9da8e98/5a1b0d34e4966b1342ff4227/5a7f5ccd8165f5c7006f8404/1518296298523/IMG_0062.JPG	https://www.therefillrevolution.com/raw-materials/red-mica-powder	Refill Revolution	red mica powder
Custom Item for Usi	 $11.00 	https://static1.squarespace.com/static/58fd6c96440243efc9da8e98/5a1b0d34e4966b1342ff4227/5a8265acec212db2edcd8b7f/1518495149594/custom-order-for-molly-set-of-5-printable-bridal-shower-games-bingo-madlibs-advice-word-scramble-and-what39s-in-your-purse-navy-blue.jpg	https://www.therefillrevolution.com/raw-materials/custom-item-for-usi	Refill Revolution	custom item usi
Activated Charcoal + Himalayan Pink Sea Salt	 $6.50 	https://static1.squarespace.com/static/58fd6c96440243efc9da8e98/590401d3e6f2e142b4956bac/5904e406bebafb1fcb3c7736/1493492744547/ACtivated+charcoal+soap.jpg	https://www.therefillrevolution.com/products/activated-charcoal-himalayan-pink-sea-salt	Refill Revolution	activated charcoal  himalayan pink sea salt
Lavender Bar Soap	 $6.50 	https://static1.squarespace.com/static/58fd6c96440243efc9da8e98/590401d3e6f2e142b4956bac/5932e0b7197aea33fed2042e/1496506552901/lavender+bar+soap.jpg	https://www.therefillrevolution.com/products/lavender-bar-soap	Refill Revolution	lavender bar soap
Handmade Reclaimed Wooden Soap Dish	 $3.00 	https://static1.squarespace.com/static/58fd6c96440243efc9da8e98/590401d3e6f2e142b4956bac/594f390617bffce572b68cf7/1498364178395/wooden+soap+dish.jpg	https://www.therefillrevolution.com/products/handmade-reclaimed-wooden-soap-dish	Refill Revolution	handmade reclaimed wooden soap dish
Rosemary Avocado Shampoo Bar	 $10.00 	https://static1.squarespace.com/static/58fd6c96440243efc9da8e98/590401d3e6f2e142b4956bac/59b9d3adb08eb2d9a39339f4/1505350574657/rosemary+sage+poobar.jpg	https://www.therefillrevolution.com/products/rosemary-avocado-shampoo-bar	Refill Revolution	rosemary avocado shampoo bar
Dental Lace Bio-degradable Floss	 $5.99 	https://static1.squarespace.com/static/58fd6c96440243efc9da8e98/590401d3e6f2e142b4956bac/595975f2d1758ecfaf0655f0/1499035124226/floss+3.jpg	https://www.therefillrevolution.com/products/dental-lace-floss	Refill Revolution	dental lace biodegradable floss
Charcoal Bristled Bamboo Toothbrush	 $6.95 	https://static1.squarespace.com/static/58fd6c96440243efc9da8e98/590401d3e6f2e142b4956bac/59d831247131a562e47a4ab4/1516225167194/brusheskids.jpg	https://www.therefillrevolution.com/products/charcoal-bristled-bamboo-toothbrush	Refill Revolution	charcoal bristled bamboo toothbrush
Dental Lace Bio-degradable Floss Refill	 $4.99 	https://static1.squarespace.com/static/58fd6c96440243efc9da8e98/590401d3e6f2e142b4956bac/592f8d7017bffc9555caa87e/1496288625379/floss+refill.jpg	https://www.therefillrevolution.com/products/dental-lace-bio-degradable-floss-refill	Refill Revolution	dental lace biodegradable floss refill
Bamboo Toothbrush	 $4.99 	https://static1.squarespace.com/static/58fd6c96440243efc9da8e98/590401d3e6f2e142b4956bac/5904e6338419c22f9be29072/1499093077551/Bamboo+Tooth+Brush.png	https://www.therefillrevolution.com/products/bamboo-toothbrush	Refill Revolution	bamboo toothbrush
Bamboo Toothbrush Travel Case	 $14.99 	https://static1.squarespace.com/static/58fd6c96440243efc9da8e98/590401d3e6f2e142b4956bac/5904e6f7ff7c50866d8ea1c4/1516225232110/Travel+Case.png	https://www.therefillrevolution.com/products/toothbrush-travel-case	Refill Revolution	bamboo toothbrush travel case
Kids Charcoal Bristled Bamboo Toothbrush	 $5.95 	https://static1.squarespace.com/static/58fd6c96440243efc9da8e98/590401d3e6f2e142b4956bac/597d0dd8ebbd1ad6943f385c/1501367783544/kidsnatboo.jpg	https://www.therefillrevolution.com/products/kids-charcoal-bristled-bamboo-toothbrush	Refill Revolution	kids charcoal bristled bamboo toothbrush
Bamboo ToothBrush Holder (Fits NATBOO Brushes)	 $4.50 	https://static1.squarespace.com/static/58fd6c96440243efc9da8e98/590401d3e6f2e142b4956bac/59da5b616f4ca34ba293325a/1516225279541/natbooholder2.jpg	https://www.therefillrevolution.com/products/bamboo-toothbrush-holder-fits-natboo-brushes	Refill Revolution	bamboo toothbrush holder fits natboo brushes
Charcoal Bamboo Toothbrush- One year supply	 $28.00 	https://static1.squarespace.com/static/58fd6c96440243efc9da8e98/590401d3e6f2e142b4956bac/598fa3b4914e6bba68af0729/1502585798590/IMG_5292.JPG	https://www.therefillrevolution.com/products/k2ong14imkj7vxgg9tbsoajihrjkpu	Refill Revolution	charcoal bamboo toothbrush one year supply
Reusable Organic Bamboo Facial Rounds	 $18.00 	https://static1.squarespace.com/static/58fd6c96440243efc9da8e98/590401d3e6f2e142b4956bac/594b20f136e5d36544da4413/1507686732549/facial+rounds+bamboooo.jpg	https://www.therefillrevolution.com/products/reusable-organic-bamboo-facial-rounds	Refill Revolution	reusable organic bamboo facial rounds
Reusable Cotton Facial Rounds - Shades of Grey	 $14.00 	https://static1.squarespace.com/static/58fd6c96440243efc9da8e98/590401d3e6f2e142b4956bac/594b220436e5d36544da5120/1498096133924/cotton+rounds+-+grey.jpg	https://www.therefillrevolution.com/products/reusable-cotton-facial-rounds-shades-of-grey	Refill Revolution	reusable cotton facial rounds  shades grey
Reusable Cotton Facial Rounds - Black & White	 $14.00 	https://static1.squarespace.com/static/58fd6c96440243efc9da8e98/590401d3e6f2e142b4956bac/594b2271e110eb77f3556699/1505441381923/cotton+facial+round+-+b%26w.jpg	https://www.therefillrevolution.com/products/reusable-cotton-facial-rounds-black-white	Refill Revolution	reusable cotton facial rounds  black  white
Reusable Cotton Facial Rounds - Mixed Colors	 $14.00 	https://static1.squarespace.com/static/58fd6c96440243efc9da8e98/590401d3e6f2e142b4956bac/596d832f9f74561878f28f11/1500349237198/facial+rounds+mixed+color.jpg	https://www.therefillrevolution.com/products/reusable-cotton-facial-rounds-mixed-colors	Refill Revolution	reusable cotton facial rounds  mixed colors
Reusable Cotton Facial Rounds - Mixed Prints	 $14.00 	https://static1.squarespace.com/static/58fd6c96440243efc9da8e98/590401d3e6f2e142b4956bac/594b232472af657dc0d571a8/1498096424838/facial+round++mixed.jpg	https://www.therefillrevolution.com/products/reusable-cotton-facial-rounds-mixed-prints	Refill Revolution	reusable cotton facial rounds  mixed prints
Witch Hazel Distillate - Alcohol Free	 $6.35 	https://static1.squarespace.com/static/58fd6c96440243efc9da8e98/590401d3e6f2e142b4956bac/59330424893fc0ac542d6313/1517355539461/Witch+hazel.jpg	https://www.therefillrevolution.com/products/witch-hazel-distillate-alcohol-free	Refill Revolution	witch hazel distillate  alcohol free
"Mesh Laundry Bag (for facial rounds, nursing pads and more!)"	 $8.00 	https://static1.squarespace.com/static/58fd6c96440243efc9da8e98/590401d3e6f2e142b4956bac/594b23bf2e69cfef2dfaa1c8/1498096581444/mesh+lawnd+bayg.jpg	https://www.therefillrevolution.com/products/mesh-laundry-bag-for-facial-rounds-nursing-pads-and-more	Refill Revolution	mesh laundry bag facial rounds nursing pads more
Handmade Douglas Fir Facial Round Block	 $34.00 	https://static1.squarespace.com/static/58fd6c96440243efc9da8e98/590401d3e6f2e142b4956bac/594b24689de4bbeab83905bb/1513715875184/round+holder+wood.jpg	https://www.therefillrevolution.com/products/douglas-fir-facial-round-block	Refill Revolution	handmade douglas fir facial round block
Lunette Cynthia Menstrual Cup (Purple)	 $39.99 	https://static1.squarespace.com/static/58fd6c96440243efc9da8e98/590401d3e6f2e142b4956bac/5954727536e5d3f2032d3de0/1516387722635/mentrual+cup.jpg	https://www.therefillrevolution.com/products/lunette-cynthia-menstrual-cup-size-1	Refill Revolution	lunette cynthia menstrual cup purple
Lunette Aine Menstrual Cup (Coral)	 $39.99 	https://static1.squarespace.com/static/58fd6c96440243efc9da8e98/590401d3e6f2e142b4956bac/596e4227b3db2b52686cdc76/1516387746984/coral+cup+size+1.jpg	https://www.therefillrevolution.com/products/lunette-aine-coral-menstrual-cup	Refill Revolution	lunette aine menstrual cup coral
Glad Rags Organic Day Pad Plus	 $19.00 	https://static1.squarespace.com/static/58fd6c96440243efc9da8e98/590401d3e6f2e142b4956bac/59ab3d9f9f8dce3db056ee28/1504394656913/organic+day+pad+plus.jpg	https://www.therefillrevolution.com/products/glad-rags-organic-day-pad-plus	Refill Revolution	glad rags organic pad
Glad Rags Organic Day Pad	 $18.00 	https://static1.squarespace.com/static/58fd6c96440243efc9da8e98/590401d3e6f2e142b4956bac/59ab3e25d2b857b87567ec12/1504394790413/day+pad+organic.jpg	https://www.therefillrevolution.com/products/glad-rags-organic-day-pad	Refill Revolution	glad rags organic pad
Stainless Steel Safety Razor PLUS 10 Free Blades	 $22.00 	https://static1.squarespace.com/static/58fd6c96440243efc9da8e98/590401d3e6f2e142b4956bac/59b36a1a9f8dce4dd2321855/1504930331816/razor1.jpeg	https://www.therefillrevolution.com/products/stainless-steel-safety-razor	Refill Revolution	stainless steel safety razor free blades
Razor Blade Refill Pack	 $2.00 	https://static1.squarespace.com/static/58fd6c96440243efc9da8e98/590401d3e6f2e142b4956bac/59b36c4e8dd04187fce140b9/1504930895760/razor+refull.jpg	https://www.therefillrevolution.com/products/razor-blade-refill-pack	Refill Revolution	razor blade refill pack
Lemon Basil Soap Bar	 $6.50 	https://static1.squarespace.com/static/58fd6c96440243efc9da8e98/590401d3e6f2e142b4956bac/59b935bf3e00beef252916bd/1505310145926/lemon+basil+soap+bar.jpg	https://www.therefillrevolution.com/products/lemon-basil-soap-bar	Refill Revolution	lemon basil soap bar
Soothing Bar Soap	 $6.50 	https://static1.squarespace.com/static/58fd6c96440243efc9da8e98/590401d3e6f2e142b4956bac/59b9367d80bd5ee35b51bd1f/1505310337633/soothe+bar+soap.jpg	https://www.therefillrevolution.com/products/soothing-bar-soap	Refill Revolution	soothing bar soap
Lavender Deodorant Cream	 $13.00 	https://static1.squarespace.com/static/58fd6c96440243efc9da8e98/590401d3e6f2e142b4956bac/59b9d4fb29f187bdd6bf7ce9/1505350908484/lav+cream+deo.jpg	https://www.therefillrevolution.com/products/lavender-deodorant-cream	Refill Revolution	lavender deodorant cream
Baking Soda Free Deodorant Cream	 $13.00 	https://static1.squarespace.com/static/58fd6c96440243efc9da8e98/590401d3e6f2e142b4956bac/59b9d61959cc68f015b6857a/1505351199661/grapefruit+bs+free+deo.jpg	https://www.therefillrevolution.com/products/baking-soda-free-deodorant-cream	Refill Revolution	baking soda free deodorant cream
Lavender Bergamot Natural Deodorant Stick	 $13.00 	https://static1.squarespace.com/static/58fd6c96440243efc9da8e98/590401d3e6f2e142b4956bac/59b9d6dd7f0cf52b02217139/1505351391137/lav+berg+deo+stick.jpg	https://www.therefillrevolution.com/products/lavender-bergamot-natural-deodorant-stick	Refill Revolution	lavender bergamot natural deodorant stick
Baking Soda Free Grapefruit Deodorant Stick	 $13.00 	https://static1.squarespace.com/static/58fd6c96440243efc9da8e98/590401d3e6f2e142b4956bac/59b9d79849fc2bf16f8227d7/1505351577255/grapefruit+stick+bs+free.jpg	https://www.therefillrevolution.com/products/baking-soda-free-grapefruit-deodorant-stick	Refill Revolution	baking soda free grapefruit deodorant stick
Hemp Eco Cloth - Small	 6.26 8.95 	https://static1.squarespace.com/static/58fd6c96440243efc9da8e98/590401d3e6f2e142b4956bac/59b9e25b3e00bee2b1748f46/1505354332333/nuhni+small+single.jpg	https://www.therefillrevolution.com/products/hemp-eco-cloth	Refill Revolution	hemp eco cloth  small
Hemp Eco Cloth - Large	 8.36 11.95 	https://static1.squarespace.com/static/58fd6c96440243efc9da8e98/590401d3e6f2e142b4956bac/59b9e2cef22910976fc0eaa2/1505354449016/large+eco+cloth.jpg	https://www.therefillrevolution.com/products/hemp-eco-cloth-large	Refill Revolution	hemp eco cloth  large
Organic Bamboo Washcloths	 $14.00 	https://static1.squarespace.com/static/58fd6c96440243efc9da8e98/590401d3e6f2e142b4956bac/59d83a1ab1ffb6b103863167/1507342881759/washcloths.jpg	https://www.therefillrevolution.com/products/organic-bamboo-washcloths	Refill Revolution	organic bamboo washcloths
Herbal Mouth Rinse	 $13.00 	https://static1.squarespace.com/static/58fd6c96440243efc9da8e98/590401d3e6f2e142b4956bac/59c3339e2994ca2fe4d4bcfb/1505964969126/mouth+rinse.jpeg	https://www.therefillrevolution.com/products/herbal-mouth-rinse	Refill Revolution	herbal mouth rinse
VEGAN LIP GLOSS - COMPOSTABLE PLASTIC FREE CARDBOARD PACKAGING	 $8.00 	https://static1.squarespace.com/static/58fd6c96440243efc9da8e98/590401d3e6f2e142b4956bac/59d82ff3197aea8dd93ffd78/1516989934518/lip+gliss+3.jpg	https://www.therefillrevolution.com/products/vegan-lip-gloss-compostable-plastic-free-cardboard-packaging	Refill Revolution	vegan lip gloss  compostable plastic free cardboard packaging
SURF AND SNOW VEGAN ZINC OXIDE BALM	 $11.00 	https://static1.squarespace.com/static/58fd6c96440243efc9da8e98/590401d3e6f2e142b4956bac/59d8303918b27d37260bd0d9/1507481735421/zinc+balkm2.jpg	https://www.therefillrevolution.com/products/surf-and-snow-vegan-zinc-oxide-balm	Refill Revolution	surf snow vegan zinc oxide balm
Blemish Balm	 10.50 13.00 	https://static1.squarespace.com/static/58fd6c96440243efc9da8e98/590401d3e6f2e142b4956bac/59c47f79f9a61ec2b45cabdb/1506049914680/blemish+balm.jpeg	https://www.therefillrevolution.com/products/blemish-balm	Refill Revolution	blemish balm
Kids Bamboo Toothbrush - Brush with Bamboo	 $4.99 	https://static1.squarespace.com/static/58fd6c96440243efc9da8e98/590401d3e6f2e142b4956bac/59d6edaecf81e074505f5e98/1507257775357/brush+with+bamboo+kids+1.jpg	https://www.therefillrevolution.com/products/kids-bamboo-toothbrush-brush-with-bamboo	Refill Revolution	kids bamboo toothbrush  brush bamboo
Package-Free Fizzing Bath Bombs	 $3.00 	https://static1.squarespace.com/static/58fd6c96440243efc9da8e98/590401d3e6f2e142b4956bac/59d6f651197aeae81be12048/1507259999922/IMG_6400.JPG	https://www.therefillrevolution.com/products/package-free-fizzing-bath-bombs	Refill Revolution	packagefree fizzing bath bombs
Tushy Bamboo Toilet Paper	 $1.75 	https://static1.squarespace.com/static/58fd6c96440243efc9da8e98/590401d3e6f2e142b4956bac/59d813ee8419c28f51ac9520/1507333112704/butt+ass+wipreies.jpg	https://www.therefillrevolution.com/products/tushy-bamboo-toilet-paper	Refill Revolution	tushy bamboo toilet paper
Beach Rose Tooth Powder	 $17.00 	https://static1.squarespace.com/static/58fd6c96440243efc9da8e98/590401d3e6f2e142b4956bac/59da566bf9a61eab9bbea53a/1507481222473/beach+rose+tooth+powder.png	https://www.therefillrevolution.com/products/beach-rose-tooth-powder	Refill Revolution	beach rose tooth powder
Hibiscus + Beet Lip Tint	 $13.00 	https://static1.squarespace.com/static/58fd6c96440243efc9da8e98/590401d3e6f2e142b4956bac/59dba6eae3df281768a63357/1507567339791/IMG_0001.JPG	https://www.therefillrevolution.com/products/hibiscus-beet-lip-tint	Refill Revolution	hibiscus  beet lip tint
Redecker Facial Brush with Handle	 $9.00 	https://static1.squarespace.com/static/58fd6c96440243efc9da8e98/590401d3e6f2e142b4956bac/5a443920419202c4d34c52d0/1514420553880/IMG_8426.JPG	https://www.therefillrevolution.com/products/redecker-facial-brush	Refill Revolution	redecker facial brush handle
Beet Root Lip Tint	 $13.00 	https://static1.squarespace.com/static/58fd6c96440243efc9da8e98/590401d3e6f2e142b4956bac/59dba96e18b27de5f1ff9d4a/1507568306798/IMG_0002.PNG	https://www.therefillrevolution.com/products/0q7t16ath7t9qe8iorrun18195oqmd	Refill Revolution	beet root lip tint
Madder Root Lip Tint & Cheek Stain	 $13.00 	https://static1.squarespace.com/static/58fd6c96440243efc9da8e98/590401d3e6f2e142b4956bac/59dbaad2edaed80a4b1d18d4/1507568372064/IMG_0003.PNG	https://www.therefillrevolution.com/products/madder-root-lip-tint	Refill Revolution	madder root lip tint  cheek stain
Redecker Massage Brush	 $22.00 	https://static1.squarespace.com/static/58fd6c96440243efc9da8e98/590401d3e6f2e142b4956bac/59f5eecec83025bbac168e39/1509289684513/IMG_0143.JPG	https://www.therefillrevolution.com/products/redecker-massage-brush	Refill Revolution	redecker massage brush
Redecker Bath Brush with Handle	 $15.00 	https://static1.squarespace.com/static/58fd6c96440243efc9da8e98/590401d3e6f2e142b4956bac/5a45537d0d9297d33047138e/1514492817263/IMG_8455.JPG	https://www.therefillrevolution.com/products/redecker-bath-brush-with-handle	Refill Revolution	redecker bath brush handle
Tea Tree Deodorant Cream	 $14.00 	https://static1.squarespace.com/static/58fd6c96440243efc9da8e98/590401d3e6f2e142b4956bac/59f7e1eeec212d5a70e22a6a/1509417457728/Tea+tree+deo+cream.jpg	https://www.therefillrevolution.com/products/tea-tree-deodorant-cream	Refill Revolution	tea tree deodorant cream
Stainless Steel Bath Bomb Mold	 $7.99 	https://static1.squarespace.com/static/58fd6c96440243efc9da8e98/590401d3e6f2e142b4956bac/5a08a14441920291507f3d4d/1510515013273/IMG_0256.JPG	https://www.therefillrevolution.com/products/stainless-steel-bath-bomb-mold	Refill Revolution	stainless steel bath bomb mold
"Vegan Lip Balm, Various Flavors"	 $6.50 	https://static1.squarespace.com/static/58fd6c96440243efc9da8e98/590401d3e6f2e142b4956bac/5a08ab6dec212d113198abe6/1510517656445/IMG_7150.JPG	https://www.therefillrevolution.com/products/vegan-unscented-lip-balm	Refill Revolution	vegan lip balm various flavors
Calendula & Chamomile Salve	 $8.00 	https://static1.squarespace.com/static/58fd6c96440243efc9da8e98/590401d3e6f2e142b4956bac/5a08b309085229359d852cb5/1510519600597/IMG_7152.JPG	https://www.therefillrevolution.com/products/calendula-chamomile-salve-1	Refill Revolution	calendula  chamomile salve
Comfrey & Arnica Muscle Salve	 $10.00 	https://static1.squarespace.com/static/58fd6c96440243efc9da8e98/590401d3e6f2e142b4956bac/5a09e55c652deab98d92ea21/1510597994881/IMG_7153.JPG	https://www.therefillrevolution.com/products/comfrey-arnica-muscle-salve	Refill Revolution	comfrey  arnica muscle salve
Pink Rose Clay Facial Bar Soap	 $10.00 	https://static1.squarespace.com/static/58fd6c96440243efc9da8e98/590401d3e6f2e142b4956bac/5a0c7ac74192028d4a9f38b4/1510767306021/IMG_0267.JPG	https://www.therefillrevolution.com/products/pink-rose-clay-facial-bar-soap	Refill Revolution	pink rose clay facial bar soap
Tea Tree Charcoal Facial Soap Bar	 $10.00 	https://static1.squarespace.com/static/58fd6c96440243efc9da8e98/590401d3e6f2e142b4956bac/5a0c7f330d9297328dbf2b1d/1510768442090/IMG_0268.JPG	https://www.therefillrevolution.com/products/tea-tree-charcoal-facial-soap-bar	Refill Revolution	tea tree charcoal facial soap bar
Unicorn Balm	 9.00 11.00 	https://static1.squarespace.com/static/58fd6c96440243efc9da8e98/590401d3e6f2e142b4956bac/5a132d93e2c483ec5fa2df4b/1511206323819/IMG_7267.JPG	https://www.therefillrevolution.com/products/unicorn-balm	Refill Revolution	unicorn balm
Sniffle Stick	 $8.00 	https://static1.squarespace.com/static/58fd6c96440243efc9da8e98/590401d3e6f2e142b4956bac/5a1334550d929768b4e064da/1511208125609/IMG_7238.JPG	https://www.therefillrevolution.com/products/sniffle-stick	Refill Revolution	sniffle stick
Face Cleanser	 $23.95 	https://static1.squarespace.com/static/58fd6c96440243efc9da8e98/590401d3e6f2e142b4956bac/5a0c84e871c10b7234220d55/1510769899871/IMG_0265.JPG	https://www.therefillrevolution.com/products/face-cleanser	Refill Revolution	face cleanser
Organic Cotton Hankies	 $6.00 	https://static1.squarespace.com/static/58fd6c96440243efc9da8e98/590401d3e6f2e142b4956bac/5a1336b7652dea9417029bde/1511208632163/IMG_0304.JPG	https://www.therefillrevolution.com/products/organic-cotton-hankies	Refill Revolution	organic cotton hankies
Redecker Soap Sack	 $6.00 	https://static1.squarespace.com/static/58fd6c96440243efc9da8e98/590401d3e6f2e142b4956bac/5a133d5f24a69443e3f660a3/1511210336080/IMG_0307.JPG	https://www.therefillrevolution.com/products/redecker-soap-sack	Refill Revolution	redecker soap sack
Herbal Facial Steam	 $9.00 	https://static1.squarespace.com/static/58fd6c96440243efc9da8e98/590401d3e6f2e142b4956bac/5a1b16d971c10b644bb46de8/1511724800553/IMG_7460.JPG	https://www.therefillrevolution.com/products/herbal-facial-steam	Refill Revolution	herbal facial steam
Dry Shampoo- 2 oz	 $7.75 	https://static1.squarespace.com/static/58fd6c96440243efc9da8e98/590401d3e6f2e142b4956bac/5a2af3dd41920233b73d4733/1512764405337/IMG_7860.JPG	https://www.therefillrevolution.com/products/dry-shampoo-2-oz	Refill Revolution	dry shampoo oz
Dead Sea Sponge	 $8.00 	https://static1.squarespace.com/static/58fd6c96440243efc9da8e98/590401d3e6f2e142b4956bac/5a1b1c57ec212d9bd301acb7/1511726209070/IMG_7469.JPG	https://www.therefillrevolution.com/products/dead-sea-sponge	Refill Revolution	dead sea sponge
Colorless Liquid Foundation/Moisturizer- 2 oz	 $7.50 	https://static1.squarespace.com/static/58fd6c96440243efc9da8e98/590401d3e6f2e142b4956bac/5a2b241ce2c483f486dc9afc/1512776781023/IMG_7870.JPG	https://www.therefillrevolution.com/products/colorless-liquid-foundationmoisturizer-2-oz	Refill Revolution	colorless liquid foundationmoisturizer oz
Organic Pantyliner- 2 quantities	 $14.00 	https://static1.squarespace.com/static/58fd6c96440243efc9da8e98/590401d3e6f2e142b4956bac/5a1b1ec253450a9c5454556e/1511726787233/IMG_0896.JPG	https://www.therefillrevolution.com/products/organic-pantyliner-2-quantities	Refill Revolution	organic pantyliner quantities
Clarifying Charcoal Facial Cleanser	 $6.50 	https://static1.squarespace.com/static/58fd6c96440243efc9da8e98/590401d3e6f2e142b4956bac/5a304f648165f5a7e6cc9be1/1513115517112/IMG_7968.JPG	https://www.therefillrevolution.com/products/clarifying-charcoal-facial-cleanser	Refill Revolution	clarifying charcoal facial cleanser
Organic Night Pad	 $24.00 	https://static1.squarespace.com/static/58fd6c96440243efc9da8e98/590401d3e6f2e142b4956bac/5a1b1fe90d92971bbcf32619/1511727083753/IMG_0897.JPG	https://www.therefillrevolution.com/products/organic-night-pad	Refill Revolution	organic night pad
Herbal Bath Blend	 $11.00 	https://static1.squarespace.com/static/58fd6c96440243efc9da8e98/590401d3e6f2e142b4956bac/5a340bf7085229e36daba2be/1513360434933/IMG_8037.JPG	https://www.therefillrevolution.com/products/herbal-bath-blend	Refill Revolution	herbal bath blend
GoToob- 2 oz- 1 pack	 $8.00 	https://static1.squarespace.com/static/58fd6c96440243efc9da8e98/590401d3e6f2e142b4956bac/5a3967d6c830255e0b576dbc/1513711613798/IMG_8021.JPG	https://www.therefillrevolution.com/products/gotoob-2-oz-1-pack	Refill Revolution	gotoob oz pack
GoToob- 3 oz- 1 pack	 $9.00 	https://static1.squarespace.com/static/58fd6c96440243efc9da8e98/590401d3e6f2e142b4956bac/5a396ace53450a96dd079814/1513712382283/IMG_8025.JPG	https://www.therefillrevolution.com/products/gotoob-3-oz-1-pack	Refill Revolution	gotoob oz pack
GoToob- 2 oz- 3 pack	 $21.00 	https://static1.squarespace.com/static/58fd6c96440243efc9da8e98/590401d3e6f2e142b4956bac/5a396bf38165f57add5d9862/1513712649248/IMG_8020.JPG	https://www.therefillrevolution.com/products/gotoob-2-oz-3-pack	Refill Revolution	gotoob oz pack
